# q=  0.10000000E-02  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      89     -0.22656017E-01     -0.22858852E-01     -0.28607166E-02     -0.55566433E-02
      90     -0.22659043E-01     -0.22858852E-01     -0.28743665E-02     -0.55566433E-02
      91     -0.22662410E-01     -0.22858852E-01     -0.28894598E-02     -0.55566433E-02
      92     -0.22665145E-01     -0.22858852E-01     -0.29022542E-02     -0.55566433E-02
      93     -0.22667677E-01     -0.22858852E-01     -0.29152205E-02     -0.55566433E-02
      94     -0.22670305E-01     -0.22858852E-01     -0.29278994E-02     -0.55566433E-02
      95     -0.22672848E-01     -0.22858852E-01     -0.29400461E-02     -0.55566433E-02
      96     -0.22675411E-01     -0.22858852E-01     -0.29537333E-02     -0.55566433E-02
      97     -0.22677497E-01     -0.22858852E-01     -0.29657881E-02     -0.55566433E-02
      98     -0.22679844E-01     -0.22858852E-01     -0.29787164E-02     -0.55566433E-02
      99     -0.22681926E-01     -0.22858852E-01     -0.29918975E-02     -0.55566433E-02
     100     -0.22684039E-01     -0.22858852E-01     -0.30048473E-02     -0.55566433E-02
     101     -0.22685989E-01     -0.22858852E-01     -0.30169076E-02     -0.55566433E-02
     102     -0.22687942E-01     -0.22858852E-01     -0.30298173E-02     -0.55566433E-02
     103     -0.22690027E-01     -0.22858852E-01     -0.30425452E-02     -0.55566433E-02
     104     -0.22691725E-01     -0.22858852E-01     -0.30544944E-02     -0.55566433E-02
     105     -0.22693551E-01     -0.22858852E-01     -0.30670899E-02     -0.55566433E-02
     106     -0.22695308E-01     -0.22858852E-01     -0.30787328E-02     -0.55566433E-02
     107     -0.22697206E-01     -0.22858852E-01     -0.30924371E-02     -0.55566433E-02
     108     -0.22698795E-01     -0.22858852E-01     -0.31046413E-02     -0.55566433E-02
     109     -0.22700432E-01     -0.22858852E-01     -0.31169850E-02     -0.55566433E-02
     110     -0.22701878E-01     -0.22858852E-01     -0.31290060E-02     -0.55566433E-02
     111     -0.22703312E-01     -0.22858852E-01     -0.31411120E-02     -0.55566433E-02
     112     -0.22704778E-01     -0.22858852E-01     -0.31532909E-02     -0.55566433E-02
     113     -0.22706375E-01     -0.22858852E-01     -0.31666224E-02     -0.55566433E-02
     114     -0.22707719E-01     -0.22858852E-01     -0.31794260E-02     -0.55566433E-02
     115     -0.22709137E-01     -0.22858852E-01     -0.31918018E-02     -0.55566433E-02
     116     -0.22710614E-01     -0.22858852E-01     -0.32041760E-02     -0.55566433E-02
     117     -0.22711909E-01     -0.22858852E-01     -0.32161622E-02     -0.55566433E-02
     118     -0.22713158E-01     -0.22858852E-01     -0.32273869E-02     -0.55566433E-02
     119     -0.22714325E-01     -0.22858852E-01     -0.32381172E-02     -0.55566433E-02
     120     -0.22715617E-01     -0.22858852E-01     -0.32511310E-02     -0.55566433E-02
     121     -0.22716861E-01     -0.22858852E-01     -0.32635169E-02     -0.55566433E-02
     122     -0.22718110E-01     -0.22858852E-01     -0.32758160E-02     -0.55566433E-02
     123     -0.22719309E-01     -0.22858852E-01     -0.32882527E-02     -0.55566433E-02
     124     -0.22720383E-01     -0.22858852E-01     -0.33002967E-02     -0.55566433E-02
     125     -0.22721471E-01     -0.22858852E-01     -0.33111897E-02     -0.55566433E-02
     126     -0.22722676E-01     -0.22858852E-01     -0.33233846E-02     -0.55566433E-02
     127     -0.22723795E-01     -0.22858852E-01     -0.33357211E-02     -0.55566433E-02
     128     -0.22724807E-01     -0.22858852E-01     -0.33478420E-02     -0.55566433E-02
     129     -0.22725791E-01     -0.22858852E-01     -0.33592074E-02     -0.55566433E-02
     130     -0.22727310E-01     -0.22858852E-01     -0.33732179E-02     -0.55566433E-02
     131     -0.22728313E-01     -0.22858852E-01     -0.33837217E-02     -0.55566433E-02
     132     -0.22729217E-01     -0.22858852E-01     -0.33947603E-02     -0.55566433E-02
     133     -0.22730244E-01     -0.22858852E-01     -0.34063822E-02     -0.55566433E-02
     134     -0.22731141E-01     -0.22858852E-01     -0.34173024E-02     -0.55566433E-02
     135     -0.22732047E-01     -0.22858852E-01     -0.34284883E-02     -0.55566433E-02
     136     -0.22732906E-01     -0.22858852E-01     -0.34392618E-02     -0.55566433E-02
     137     -0.22733935E-01     -0.22858852E-01     -0.34508583E-02     -0.55566433E-02
     138     -0.22734836E-01     -0.22858852E-01     -0.34627518E-02     -0.55566433E-02
     139     -0.22735662E-01     -0.22858852E-01     -0.34732042E-02     -0.55566433E-02
     140     -0.22736757E-01     -0.22858852E-01     -0.34858406E-02     -0.55566433E-02
     141     -0.22737571E-01     -0.22858852E-01     -0.34969705E-02     -0.55566433E-02
     142     -0.22738561E-01     -0.22858852E-01     -0.35093891E-02     -0.55566433E-02
     143     -0.22739411E-01     -0.22858852E-01     -0.35215287E-02     -0.55566433E-02
     144     -0.22740242E-01     -0.22858852E-01     -0.35334294E-02     -0.55566433E-02
     145     -0.22741120E-01     -0.22858852E-01     -0.35449368E-02     -0.55566433E-02
     146     -0.22741963E-01     -0.22858852E-01     -0.35569531E-02     -0.55566433E-02
     147     -0.22742810E-01     -0.22858852E-01     -0.35695608E-02     -0.55566433E-02
     148     -0.22743632E-01     -0.22858852E-01     -0.35815657E-02     -0.55566433E-02
     149     -0.22744429E-01     -0.22858852E-01     -0.35940119E-02     -0.55566433E-02
     150     -0.22745211E-01     -0.22858852E-01     -0.36067859E-02     -0.55566433E-02
     151     -0.22746058E-01     -0.22858852E-01     -0.36190680E-02     -0.55566433E-02
     152     -0.22746715E-01     -0.22858852E-01     -0.36301236E-02     -0.55566433E-02
     153     -0.22747464E-01     -0.22858852E-01     -0.36425530E-02     -0.55566433E-02
     154     -0.22748219E-01     -0.22858852E-01     -0.36548149E-02     -0.55566433E-02
     155     -0.22748869E-01     -0.22858852E-01     -0.36658293E-02     -0.55566433E-02
     156     -0.22749577E-01     -0.22858852E-01     -0.36786923E-02     -0.55566433E-02
     157     -0.22750239E-01     -0.22858852E-01     -0.36899124E-02     -0.55566433E-02
     158     -0.22750966E-01     -0.22858852E-01     -0.37027376E-02     -0.55566433E-02
     159     -0.22751732E-01     -0.22858852E-01     -0.37157597E-02     -0.55566433E-02
     160     -0.22752379E-01     -0.22858852E-01     -0.37278493E-02     -0.55566433E-02
     161     -0.22753003E-01     -0.22858852E-01     -0.37399028E-02     -0.55566433E-02
     162     -0.22753628E-01     -0.22858852E-01     -0.37524512E-02     -0.55566433E-02
     163     -0.22754200E-01     -0.22858852E-01     -0.37646118E-02     -0.55566433E-02

# q=  0.25000000E+00  0.25000000E+00  0.00000000E+00  (qpt 28)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.32372599E-02     -0.25452546E-01     -0.22603984E-03     -0.56904868E-02
       2     -0.60474699E-02     -0.25452546E-01     -0.43732361E-03     -0.56904868E-02
       3     -0.86818286E-02     -0.25452546E-01     -0.64388177E-03     -0.56904868E-02
       4     -0.11291466E-01     -0.25452546E-01     -0.84453909E-03     -0.56904868E-02
       5     -0.13090640E-01     -0.25452546E-01     -0.99108235E-03     -0.56904868E-02
       6     -0.14857533E-01     -0.25452546E-01     -0.11310512E-02     -0.56904868E-02
       7     -0.16298493E-01     -0.25452546E-01     -0.12579984E-02     -0.56904868E-02
       8     -0.17647289E-01     -0.25452546E-01     -0.13878378E-02     -0.56904868E-02
       9     -0.18090973E-01     -0.25452546E-01     -0.14287781E-02     -0.56904868E-02
      10     -0.18474421E-01     -0.25452546E-01     -0.14628941E-02     -0.56904868E-02
      11     -0.18868777E-01     -0.25452546E-01     -0.14960331E-02     -0.56904868E-02
      12     -0.19217757E-01     -0.25452546E-01     -0.15271713E-02     -0.56904868E-02
      13     -0.19596141E-01     -0.25452546E-01     -0.15611218E-02     -0.56904868E-02
      14     -0.19945414E-01     -0.25452546E-01     -0.15907368E-02     -0.56904868E-02
      15     -0.20280541E-01     -0.25452546E-01     -0.16160402E-02     -0.56904868E-02
      16     -0.20564352E-01     -0.25452546E-01     -0.16435544E-02     -0.56904868E-02
      17     -0.20850789E-01     -0.25452546E-01     -0.16698749E-02     -0.56904868E-02
      18     -0.21097694E-01     -0.25452546E-01     -0.16966835E-02     -0.56904868E-02
      19     -0.21388930E-01     -0.25452546E-01     -0.17286810E-02     -0.56904868E-02
      20     -0.21632159E-01     -0.25452546E-01     -0.17570093E-02     -0.56904868E-02
      21     -0.21853436E-01     -0.25452546E-01     -0.17831891E-02     -0.56904868E-02
      22     -0.22071311E-01     -0.25452546E-01     -0.18104435E-02     -0.56904868E-02
      23     -0.22266291E-01     -0.25452546E-01     -0.18372965E-02     -0.56904868E-02
      24     -0.22471369E-01     -0.25452546E-01     -0.18624240E-02     -0.56904868E-02
      25     -0.22633974E-01     -0.25452546E-01     -0.18874468E-02     -0.56904868E-02
      26     -0.22827296E-01     -0.25452546E-01     -0.19134096E-02     -0.56904868E-02
      27     -0.22967443E-01     -0.25452546E-01     -0.19403465E-02     -0.56904868E-02
      28     -0.23103962E-01     -0.25452546E-01     -0.19630239E-02     -0.56904868E-02
      29     -0.23233993E-01     -0.25452546E-01     -0.19866719E-02     -0.56904868E-02
      30     -0.23368534E-01     -0.25452546E-01     -0.20086030E-02     -0.56904868E-02
      31     -0.23493996E-01     -0.25452546E-01     -0.20319967E-02     -0.56904868E-02
      32     -0.23589081E-01     -0.25452546E-01     -0.20551145E-02     -0.56904868E-02
      33     -0.23677950E-01     -0.25452546E-01     -0.20784284E-02     -0.56904868E-02
      34     -0.23763171E-01     -0.25452546E-01     -0.20987794E-02     -0.56904868E-02
      35     -0.23856287E-01     -0.25452546E-01     -0.21204609E-02     -0.56904868E-02
      36     -0.23951196E-01     -0.25452546E-01     -0.21420194E-02     -0.56904868E-02
      37     -0.24017345E-01     -0.25452546E-01     -0.21601041E-02     -0.56904868E-02
      38     -0.24076238E-01     -0.25452546E-01     -0.21774547E-02     -0.56904868E-02
      39     -0.24141605E-01     -0.25452546E-01     -0.21933490E-02     -0.56904868E-02
      40     -0.24200363E-01     -0.25452546E-01     -0.22102892E-02     -0.56904868E-02
      41     -0.24248306E-01     -0.25452546E-01     -0.22268404E-02     -0.56904868E-02
      42     -0.24295610E-01     -0.25452546E-01     -0.22423818E-02     -0.56904868E-02
      43     -0.24341934E-01     -0.25452546E-01     -0.22584974E-02     -0.56904868E-02
      44     -0.24387676E-01     -0.25452546E-01     -0.22738139E-02     -0.56904868E-02
      45     -0.24428363E-01     -0.25452546E-01     -0.22887111E-02     -0.56904868E-02
      46     -0.24461121E-01     -0.25452546E-01     -0.23033048E-02     -0.56904868E-02
      47     -0.24497173E-01     -0.25452546E-01     -0.23201297E-02     -0.56904868E-02
      48     -0.24534707E-01     -0.25452546E-01     -0.23346142E-02     -0.56904868E-02
      49     -0.24567630E-01     -0.25452546E-01     -0.23492503E-02     -0.56904868E-02
      50     -0.24600534E-01     -0.25452546E-01     -0.23661355E-02     -0.56904868E-02
      51     -0.24637556E-01     -0.25452546E-01     -0.23815434E-02     -0.56904868E-02
      52     -0.24663481E-01     -0.25452546E-01     -0.23968832E-02     -0.56904868E-02
      53     -0.24688058E-01     -0.25452546E-01     -0.24130249E-02     -0.56904868E-02
      54     -0.24714864E-01     -0.25452546E-01     -0.24289917E-02     -0.56904868E-02
      55     -0.24738748E-01     -0.25452546E-01     -0.24447669E-02     -0.56904868E-02
      56     -0.24763479E-01     -0.25452546E-01     -0.24610514E-02     -0.56904868E-02
      57     -0.24786656E-01     -0.25452546E-01     -0.24773422E-02     -0.56904868E-02
      58     -0.24809676E-01     -0.25452546E-01     -0.24919719E-02     -0.56904868E-02
      59     -0.24827458E-01     -0.25452546E-01     -0.25073723E-02     -0.56904868E-02
      60     -0.24846708E-01     -0.25452546E-01     -0.25234677E-02     -0.56904868E-02
      61     -0.24866403E-01     -0.25452546E-01     -0.25384891E-02     -0.56904868E-02
      62     -0.24883100E-01     -0.25452546E-01     -0.25532317E-02     -0.56904868E-02
      63     -0.24898746E-01     -0.25452546E-01     -0.25684588E-02     -0.56904868E-02
      64     -0.24914475E-01     -0.25452546E-01     -0.25840595E-02     -0.56904868E-02
      65     -0.24928485E-01     -0.25452546E-01     -0.25995397E-02     -0.56904868E-02
      66     -0.24942863E-01     -0.25452546E-01     -0.26149799E-02     -0.56904868E-02
      67     -0.24956338E-01     -0.25452546E-01     -0.26294166E-02     -0.56904868E-02
      68     -0.24969770E-01     -0.25452546E-01     -0.26452243E-02     -0.56904868E-02
      69     -0.24982187E-01     -0.25452546E-01     -0.26595911E-02     -0.56904868E-02
      70     -0.24993733E-01     -0.25452546E-01     -0.26738499E-02     -0.56904868E-02
      71     -0.25005081E-01     -0.25452546E-01     -0.26875734E-02     -0.56904868E-02
      72     -0.25016453E-01     -0.25452546E-01     -0.27012399E-02     -0.56904868E-02
      73     -0.25028083E-01     -0.25452546E-01     -0.27161024E-02     -0.56904868E-02
      74     -0.25037423E-01     -0.25452546E-01     -0.27298979E-02     -0.56904868E-02
      75     -0.25047318E-01     -0.25452546E-01     -0.27442689E-02     -0.56904868E-02
      76     -0.25056321E-01     -0.25452546E-01     -0.27572841E-02     -0.56904868E-02
      77     -0.25064452E-01     -0.25452546E-01     -0.27707872E-02     -0.56904868E-02
      78     -0.25072206E-01     -0.25452546E-01     -0.27841926E-02     -0.56904868E-02
      79     -0.25079575E-01     -0.25452546E-01     -0.27971697E-02     -0.56904868E-02
      80     -0.25086575E-01     -0.25452546E-01     -0.28098923E-02     -0.56904868E-02
      81     -0.25092849E-01     -0.25452546E-01     -0.28231058E-02     -0.56904868E-02
      82     -0.25099388E-01     -0.25452546E-01     -0.28363374E-02     -0.56904868E-02
      83     -0.25105615E-01     -0.25452546E-01     -0.28496015E-02     -0.56904868E-02
      84     -0.25111871E-01     -0.25452546E-01     -0.28639645E-02     -0.56904868E-02
      85     -0.25118788E-01     -0.25452546E-01     -0.28787089E-02     -0.56904868E-02
      86     -0.25125275E-01     -0.25452546E-01     -0.28937805E-02     -0.56904868E-02
      87     -0.25131414E-01     -0.25452546E-01     -0.29074160E-02     -0.56904868E-02
      88     -0.25137466E-01     -0.25452546E-01     -0.29209830E-02     -0.56904868E-02
      89     -0.25142839E-01     -0.25452546E-01     -0.29340916E-02     -0.56904868E-02
      90     -0.25148055E-01     -0.25452546E-01     -0.29484477E-02     -0.56904868E-02
      91     -0.25153927E-01     -0.25452546E-01     -0.29626117E-02     -0.56904868E-02
      92     -0.25158597E-01     -0.25452546E-01     -0.29765191E-02     -0.56904868E-02
      93     -0.25162956E-01     -0.25452546E-01     -0.29909015E-02     -0.56904868E-02
      94     -0.25167434E-01     -0.25452546E-01     -0.30039855E-02     -0.56904868E-02
      95     -0.25171712E-01     -0.25452546E-01     -0.30175294E-02     -0.56904868E-02
      96     -0.25176051E-01     -0.25452546E-01     -0.30310009E-02     -0.56904868E-02
      97     -0.25179522E-01     -0.25452546E-01     -0.30444936E-02     -0.56904868E-02
      98     -0.25183403E-01     -0.25452546E-01     -0.30579427E-02     -0.56904868E-02
      99     -0.25186821E-01     -0.25452546E-01     -0.30713213E-02     -0.56904868E-02
     100     -0.25190412E-01     -0.25452546E-01     -0.30842002E-02     -0.56904868E-02
     101     -0.25193671E-01     -0.25452546E-01     -0.30971357E-02     -0.56904868E-02
     102     -0.25196910E-01     -0.25452546E-01     -0.31106500E-02     -0.56904868E-02
     103     -0.25200371E-01     -0.25452546E-01     -0.31244352E-02     -0.56904868E-02
     104     -0.25203170E-01     -0.25452546E-01     -0.31369419E-02     -0.56904868E-02
     105     -0.25206143E-01     -0.25452546E-01     -0.31505962E-02     -0.56904868E-02
     106     -0.25209029E-01     -0.25452546E-01     -0.31630639E-02     -0.56904868E-02
     107     -0.25212256E-01     -0.25452546E-01     -0.31762474E-02     -0.56904868E-02
     108     -0.25214856E-01     -0.25452546E-01     -0.31893090E-02     -0.56904868E-02
     109     -0.25217514E-01     -0.25452546E-01     -0.32023614E-02     -0.56904868E-02
     110     -0.25219895E-01     -0.25452546E-01     -0.32140331E-02     -0.56904868E-02
     111     -0.25222211E-01     -0.25452546E-01     -0.32271805E-02     -0.56904868E-02
     112     -0.25224551E-01     -0.25452546E-01     -0.32403946E-02     -0.56904868E-02
     113     -0.25227133E-01     -0.25452546E-01     -0.32539738E-02     -0.56904868E-02
     114     -0.25229318E-01     -0.25452546E-01     -0.32670782E-02     -0.56904868E-02
     115     -0.25231608E-01     -0.25452546E-01     -0.32807468E-02     -0.56904868E-02
     116     -0.25233907E-01     -0.25452546E-01     -0.32940587E-02     -0.56904868E-02
     117     -0.25236000E-01     -0.25452546E-01     -0.33064699E-02     -0.56904868E-02
     118     -0.25238013E-01     -0.25452546E-01     -0.33195432E-02     -0.56904868E-02
     119     -0.25239898E-01     -0.25452546E-01     -0.33316625E-02     -0.56904868E-02
     120     -0.25241914E-01     -0.25452546E-01     -0.33454538E-02     -0.56904868E-02
     121     -0.25243898E-01     -0.25452546E-01     -0.33577910E-02     -0.56904868E-02
     122     -0.25245899E-01     -0.25452546E-01     -0.33702705E-02     -0.56904868E-02
     123     -0.25247758E-01     -0.25452546E-01     -0.33830884E-02     -0.56904868E-02
     124     -0.25249421E-01     -0.25452546E-01     -0.33955465E-02     -0.56904868E-02
     125     -0.25251056E-01     -0.25452546E-01     -0.34073810E-02     -0.56904868E-02
     126     -0.25252937E-01     -0.25452546E-01     -0.34200145E-02     -0.56904868E-02
     127     -0.25254663E-01     -0.25452546E-01     -0.34340957E-02     -0.56904868E-02
     128     -0.25256250E-01     -0.25452546E-01     -0.34466266E-02     -0.56904868E-02
     129     -0.25257739E-01     -0.25452546E-01     -0.34593947E-02     -0.56904868E-02
     130     -0.25260047E-01     -0.25452546E-01     -0.34723126E-02     -0.56904868E-02
     131     -0.25261551E-01     -0.25452546E-01     -0.34845145E-02     -0.56904868E-02
     132     -0.25262923E-01     -0.25452546E-01     -0.34972630E-02     -0.56904868E-02
     133     -0.25264459E-01     -0.25452546E-01     -0.35101257E-02     -0.56904868E-02
     134     -0.25265820E-01     -0.25452546E-01     -0.35228444E-02     -0.56904868E-02
     135     -0.25267186E-01     -0.25452546E-01     -0.35351499E-02     -0.56904868E-02
     136     -0.25268468E-01     -0.25452546E-01     -0.35466376E-02     -0.56904868E-02
     137     -0.25270036E-01     -0.25452546E-01     -0.35592297E-02     -0.56904868E-02
     138     -0.25271398E-01     -0.25452546E-01     -0.35717548E-02     -0.56904868E-02
     139     -0.25272605E-01     -0.25452546E-01     -0.35841498E-02     -0.56904868E-02
     140     -0.25274253E-01     -0.25452546E-01     -0.35965880E-02     -0.56904868E-02
     141     -0.25275437E-01     -0.25452546E-01     -0.36088835E-02     -0.56904868E-02
     142     -0.25276899E-01     -0.25452546E-01     -0.36219824E-02     -0.56904868E-02
     143     -0.25278168E-01     -0.25452546E-01     -0.36341332E-02     -0.56904868E-02
     144     -0.25279398E-01     -0.25452546E-01     -0.36467083E-02     -0.56904868E-02
     145     -0.25280687E-01     -0.25452546E-01     -0.36590965E-02     -0.56904868E-02
     146     -0.25281917E-01     -0.25452546E-01     -0.36724980E-02     -0.56904868E-02
     147     -0.25283167E-01     -0.25452546E-01     -0.36855377E-02     -0.56904868E-02
     148     -0.25284363E-01     -0.25452546E-01     -0.36975809E-02     -0.56904868E-02
     149     -0.25285553E-01     -0.25452546E-01     -0.37099523E-02     -0.56904868E-02
     150     -0.25286695E-01     -0.25452546E-01     -0.37221804E-02     -0.56904868E-02
     151     -0.25287936E-01     -0.25452546E-01     -0.37346337E-02     -0.56904868E-02
     152     -0.25288885E-01     -0.25452546E-01     -0.37466429E-02     -0.56904868E-02
     153     -0.25289974E-01     -0.25452546E-01     -0.37592743E-02     -0.56904868E-02
     154     -0.25291077E-01     -0.25452546E-01     -0.37721062E-02     -0.56904868E-02
     155     -0.25292007E-01     -0.25452546E-01     -0.37844387E-02     -0.56904868E-02
     156     -0.25293053E-01     -0.25452546E-01     -0.37977720E-02     -0.56904868E-02
     157     -0.25294003E-01     -0.25452546E-01     -0.38092583E-02     -0.56904868E-02
     158     -0.25295072E-01     -0.25452546E-01     -0.38213002E-02     -0.56904868E-02
     159     -0.25296186E-01     -0.25452546E-01     -0.38334871E-02     -0.56904868E-02
     160     -0.25297127E-01     -0.25452546E-01     -0.38458248E-02     -0.56904868E-02
     161     -0.25298040E-01     -0.25452546E-01     -0.38582106E-02     -0.56904868E-02
     162     -0.25298956E-01     -0.25452546E-01     -0.38703707E-02     -0.56904868E-02
     163     -0.25299793E-01     -0.25452546E-01     -0.38823425E-02     -0.56904868E-02

# q=  0.25000000E+00  0.33333333E+00  0.00000000E+00  (qpt 29)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.30563225E-02     -0.26983677E-01     -0.21501947E-03     -0.54838419E-02
       2     -0.57086048E-02     -0.26983677E-01     -0.43256035E-03     -0.54838419E-02
       3     -0.82375011E-02     -0.26983677E-01     -0.63396463E-03     -0.54838419E-02
       4     -0.10750676E-01     -0.26983677E-01     -0.83578194E-03     -0.54838419E-02
       5     -0.12574783E-01     -0.26983677E-01     -0.96663734E-03     -0.54838419E-02
       6     -0.14355130E-01     -0.26983677E-01     -0.10934908E-02     -0.54838419E-02
       7     -0.15826783E-01     -0.26983677E-01     -0.12115181E-02     -0.54838419E-02
       8     -0.17228524E-01     -0.26983677E-01     -0.13234265E-02     -0.54838419E-02
       9     -0.17728682E-01     -0.26983677E-01     -0.13630333E-02     -0.54838419E-02
      10     -0.18161543E-01     -0.26983677E-01     -0.13964171E-02     -0.54838419E-02
      11     -0.18594144E-01     -0.26983677E-01     -0.14260996E-02     -0.54838419E-02
      12     -0.18989420E-01     -0.26983677E-01     -0.14547330E-02     -0.54838419E-02
      13     -0.19409267E-01     -0.26983677E-01     -0.14864195E-02     -0.54838419E-02
      14     -0.19805378E-01     -0.26983677E-01     -0.15147171E-02     -0.54838419E-02
      15     -0.20184436E-01     -0.26983677E-01     -0.15391736E-02     -0.54838419E-02
      16     -0.20508944E-01     -0.26983677E-01     -0.15650816E-02     -0.54838419E-02
      17     -0.20838977E-01     -0.26983677E-01     -0.15895831E-02     -0.54838419E-02
      18     -0.21128148E-01     -0.26983677E-01     -0.16145226E-02     -0.54838419E-02
      19     -0.21462068E-01     -0.26983677E-01     -0.16435640E-02     -0.54838419E-02
      20     -0.21742262E-01     -0.26983677E-01     -0.16703195E-02     -0.54838419E-02
      21     -0.22004358E-01     -0.26983677E-01     -0.16952472E-02     -0.54838419E-02
      22     -0.22267114E-01     -0.26983677E-01     -0.17211148E-02     -0.54838419E-02
      23     -0.22495825E-01     -0.26983677E-01     -0.17468004E-02     -0.54838419E-02
      24     -0.22738651E-01     -0.26983677E-01     -0.17706594E-02     -0.54838419E-02
      25     -0.22938043E-01     -0.26983677E-01     -0.17941477E-02     -0.54838419E-02
      26     -0.23172809E-01     -0.26983677E-01     -0.18185112E-02     -0.54838419E-02
      27     -0.23350404E-01     -0.26983677E-01     -0.18426141E-02     -0.54838419E-02
      28     -0.23516597E-01     -0.26983677E-01     -0.18643071E-02     -0.54838419E-02
      29     -0.23685461E-01     -0.26983677E-01     -0.18874721E-02     -0.54838419E-02
      30     -0.23857537E-01     -0.26983677E-01     -0.19091212E-02     -0.54838419E-02
      31     -0.24020794E-01     -0.26983677E-01     -0.19320081E-02     -0.54838419E-02
      32     -0.24150520E-01     -0.26983677E-01     -0.19535438E-02     -0.54838419E-02
      33     -0.24272887E-01     -0.26983677E-01     -0.19766084E-02     -0.54838419E-02
      34     -0.24389378E-01     -0.26983677E-01     -0.19960417E-02     -0.54838419E-02
      35     -0.24517170E-01     -0.26983677E-01     -0.20171677E-02     -0.54838419E-02
      36     -0.24646680E-01     -0.26983677E-01     -0.20385236E-02     -0.54838419E-02
      37     -0.24739341E-01     -0.26983677E-01     -0.20564348E-02     -0.54838419E-02
      38     -0.24821809E-01     -0.26983677E-01     -0.20728365E-02     -0.54838419E-02
      39     -0.24911327E-01     -0.26983677E-01     -0.20887472E-02     -0.54838419E-02
      40     -0.24994222E-01     -0.26983677E-01     -0.21059996E-02     -0.54838419E-02
      41     -0.25062566E-01     -0.26983677E-01     -0.21220281E-02     -0.54838419E-02
      42     -0.25130773E-01     -0.26983677E-01     -0.21367192E-02     -0.54838419E-02
      43     -0.25198390E-01     -0.26983677E-01     -0.21524038E-02     -0.54838419E-02
      44     -0.25265322E-01     -0.26983677E-01     -0.21667986E-02     -0.54838419E-02
      45     -0.25324919E-01     -0.26983677E-01     -0.21817614E-02     -0.54838419E-02
      46     -0.25373866E-01     -0.26983677E-01     -0.21953347E-02     -0.54838419E-02
      47     -0.25427895E-01     -0.26983677E-01     -0.22107248E-02     -0.54838419E-02
      48     -0.25485240E-01     -0.26983677E-01     -0.22252434E-02     -0.54838419E-02
      49     -0.25535665E-01     -0.26983677E-01     -0.22399579E-02     -0.54838419E-02
      50     -0.25586832E-01     -0.26983677E-01     -0.22562618E-02     -0.54838419E-02
      51     -0.25639886E-01     -0.26983677E-01     -0.22714333E-02     -0.54838419E-02
      52     -0.25681466E-01     -0.26983677E-01     -0.22861136E-02     -0.54838419E-02
      53     -0.25721724E-01     -0.26983677E-01     -0.23015262E-02     -0.54838419E-02
      54     -0.25764721E-01     -0.26983677E-01     -0.23164318E-02     -0.54838419E-02
      55     -0.25803350E-01     -0.26983677E-01     -0.23319197E-02     -0.54838419E-02
      56     -0.25844458E-01     -0.26983677E-01     -0.23483180E-02     -0.54838419E-02
      57     -0.25882818E-01     -0.26983677E-01     -0.23638166E-02     -0.54838419E-02
      58     -0.25920330E-01     -0.26983677E-01     -0.23780430E-02     -0.54838419E-02
      59     -0.25949925E-01     -0.26983677E-01     -0.23926667E-02     -0.54838419E-02
      60     -0.25982333E-01     -0.26983677E-01     -0.24084276E-02     -0.54838419E-02
      61     -0.26015538E-01     -0.26983677E-01     -0.24228147E-02     -0.54838419E-02
      62     -0.26043908E-01     -0.26983677E-01     -0.24373688E-02     -0.54838419E-02
      63     -0.26070968E-01     -0.26983677E-01     -0.24519393E-02     -0.54838419E-02
      64     -0.26097686E-01     -0.26983677E-01     -0.24666609E-02     -0.54838419E-02
      65     -0.26121719E-01     -0.26983677E-01     -0.24816320E-02     -0.54838419E-02
      66     -0.26147039E-01     -0.26983677E-01     -0.24965500E-02     -0.54838419E-02
      67     -0.26170382E-01     -0.26983677E-01     -0.25104245E-02     -0.54838419E-02
      68     -0.26193753E-01     -0.26983677E-01     -0.25259140E-02     -0.54838419E-02
      69     -0.26215128E-01     -0.26983677E-01     -0.25400286E-02     -0.54838419E-02
      70     -0.26235603E-01     -0.26983677E-01     -0.25539562E-02     -0.54838419E-02
      71     -0.26256057E-01     -0.26983677E-01     -0.25676214E-02     -0.54838419E-02
      72     -0.26276216E-01     -0.26983677E-01     -0.25812353E-02     -0.54838419E-02
      73     -0.26296477E-01     -0.26983677E-01     -0.25957740E-02     -0.54838419E-02
      74     -0.26312823E-01     -0.26983677E-01     -0.26094383E-02     -0.54838419E-02
      75     -0.26330047E-01     -0.26983677E-01     -0.26233302E-02     -0.54838419E-02
      76     -0.26346005E-01     -0.26983677E-01     -0.26363295E-02     -0.54838419E-02
      77     -0.26360280E-01     -0.26983677E-01     -0.26494500E-02     -0.54838419E-02
      78     -0.26373845E-01     -0.26983677E-01     -0.26626364E-02     -0.54838419E-02
      79     -0.26386429E-01     -0.26983677E-01     -0.26754474E-02     -0.54838419E-02
      80     -0.26398878E-01     -0.26983677E-01     -0.26882424E-02     -0.54838419E-02
      81     -0.26409789E-01     -0.26983677E-01     -0.27007553E-02     -0.54838419E-02
      82     -0.26421343E-01     -0.26983677E-01     -0.27135893E-02     -0.54838419E-02
